nombre,nom_agl,departamen,provincia
San Javier,San Javier,San Javier,Misiones
Paraíso,San Pedro,San Pedro,Misiones
Piñalito Sur,San Pedro,San Pedro,Misiones
San Pedro,San Pedro,San Pedro,Misiones
Tobuna,San Pedro,San Pedro,Misiones
Cruce Caballero,San Pedro,San Pedro,Misiones
Alba Posse,Alba Posse,25de Mayo,Misiones
Alicia Baja,Colonia Aurora,25de Mayo,Misiones
Colonia Aurora,Colonia Aurora,25de Mayo,Misiones
San Francisco de Asís,Alba Posse,25de Mayo,Misiones
Santa Rita,Alba Posse,25de Mayo,Misiones
25 de Mayo,25 de Mayo,25de Mayo,Misiones
Alicia Alta,Colonia Aurora,25de Mayo,Misiones
Aluminé,Aluminé,Aluminé,Neuquén
Moquehue,Villa Pehuenia,Aluminé,Neuquén
Villa Pehuenia,Villa Pehuenia,Aluminé,Neuquén
Aguada San Roque,Aguada San Roque,Añelo,Neuquén
Añelo,Añelo,Añelo,Neuquén
San Patricio del Chañar,San Patricio del Chañar,Añelo,Neuquén
Las Coloradas,Las Coloradas,Catán Lil,Neuquén
Piedra del Águila,Piedra del Águila,Collón Curá,Neuquén
Santo Tomás,Santo Tomás,Collón Curá,Neuquén
Arroyito,Senillosa,Confluencia,Neuquén
Barrio Ruca Luhé,Vista Alegre,Confluencia,Neuquén
Centenario,Centenario,Confluencia,Neuquén
Cutral Có,Cutral Co,Confluencia,Neuquén
Mari Menuco,sin gobierno local,Confluencia,Neuquén
Neuquén,Neuquén,Confluencia,Neuquén
11 de Octubre,Centenario,Confluencia,Neuquén
Plottier,Plottier,Confluencia,Neuquén
Senillosa,Senillosa,Confluencia,Neuquén
Villa El Chocón,Villa El Chocón,Confluencia,Neuquén
Vista Alegre Sur,Vista Alegre,Confluencia,Neuquén
Plaza Huincul,Plaza Huincul,Confluencia,Neuquén
Vista Alegre Norte,Vista Alegre,Confluencia,Neuquén
El Chocón,Villa El Chocón,Confluencia,Neuquén
Chos Malal,Chos Malal,Chos Malal,Neuquén
Tricao Malal,Tricao Malal,Chos Malal,Neuquén
Villa del Curi Leuvú,Villa del Curi Leuvú,Chos Malal,Neuquén
Junín de los Andes,Junín de los Andes,Huiliches,Neuquén
San Martín de los Andes,San Martín de los Andes,Lácar,Neuquén
Villa Lago Meliquina,San Martín de los Andes,Lácar,Neuquén
Chorriaca,Chorriaca,Loncopué,Neuquén
Loncopué,Loncopué,Loncopué,Neuquén
Villa La Angostura,Villa La Angostura,Los Lagos,Neuquén
Villa Traful,Villa Traful,Los Lagos,Neuquén
Andacollo,Andacollo,Minas,Neuquén
Las Ovejas,Las Ovejas,Minas,Neuquén
Los Miches,Los Miches,Minas,Neuquén
Manzano Amargo,Manzano Amargo,Minas,Neuquén
Villa del Nahueve,Villa del Nahueve,Minas,Neuquén
Huinganco,Huinganco,Minas,Neuquén
Varvarco,Varvarco - Invernada Vieja,Minas,Neuquén
Caviahue,Caviahue - Copahue,ñorquín,Neuquén
Copahue,Caviahue - Copahue,ñorquín,Neuquén
El Cholar,El Cholar,ñorquín,Neuquén
El Huecú,El Huecú,ñorquín,Neuquén
Taquimilán,Taquimilán,ñorquín,Neuquén
Barrancas,Barrancas,Pehuenches,Neuquén
Buta Ranquil,Buta Ranquil,Pehuenches,Neuquén
Rincón de los Sauces,Rincón de los Sauces,Pehuenches,Neuquén
Octavio Pico,Octavio Pico,Pehuenches,Neuquén
El Sauce,El Sauce,Picún Leufú,Neuquén
Paso Aguerre,Paso Aguerre,Picún Leufú,Neuquén
Picún Leufú,Picún Leufú,Picún Leufú,Neuquén
Bajada del Agrio,Bajada del Agrio,Picunches,Neuquén
La Buitrera,Las Lajas,Picunches,Neuquén
Las Lajas,Las Lajas,Picunches,Neuquén
Quili Malal,Quili Malal,Picunches,Neuquén
Los Catutos,Los Catutos,Zapala,Neuquén
Mariano Moreno,Mariano Moreno,Zapala,Neuquén
Ramón M. Castro,Ramón M. Castro,Zapala,Neuquén
Zapala,Zapala,Zapala,Neuquén
Bahía Creek,sin gobierno local,Adolfo Alsina,Río Negro
El Cóndor,Viedma,Adolfo Alsina,Río Negro
Guardia Mitre,Guardia Mitre,Adolfo Alsina,Río Negro
La Lobería,sin gobierno local,Adolfo Alsina,Río Negro
Loteo Costa de Río,sin gobierno local,Adolfo Alsina,Río Negro
San Javier,San Javier,Adolfo Alsina,Río Negro
Viedma,Viedma,Adolfo Alsina,Río Negro
El Juncal,Viedma,Adolfo Alsina,Río Negro
Pozo Salado,sin gobierno local,Adolfo Alsina,Río Negro
Barrio Unión,Chimpay,Avellaneda,Río Negro
Chelforó,Chelforó,Avellaneda,Río Negro
Chimpay,Chimpay,Avellaneda,Río Negro
Coronel Belisle,Coronel Belisle,Avellaneda,Río Negro
Darwin,Darwin,Avellaneda,Río Negro
Lamarque,Lamarque,Avellaneda,Río Negro
Pomona,Pomona,Avellaneda,Río Negro
Luis Beltrán,Luis Beltrán,Avellaneda,Río Negro
Choele Choel,Choele Choel,Avellaneda,Río Negro
Arelauquen,San Carlos de Bariloche,Bariloche,Río Negro
Barrio El Pilar,San Carlos de Bariloche,Bariloche,Río Negro
Colonia Suiza,San Carlos de Bariloche,Bariloche,Río Negro
El Foyel,El Manso,Bariloche,Río Negro
Mallín Ahogado,El Bolsón,Bariloche,Río Negro
Río Villegas,El Manso,Bariloche,Río Negro
San Carlos de Bariloche,San Carlos de Bariloche,Bariloche,Río Negro
Villa Los Coihues,San Carlos de Bariloche,Bariloche,Río Negro
Villa Mascardi,Villa Mascardi,Bariloche,Río Negro
Villa Catedral,San Carlos de Bariloche,Bariloche,Río Negro
El Bolsón,El Bolsón,Bariloche,Río Negro
General Conesa,General Conesa,Conesa,Río Negro
Barrio Planta Compresora de Gas,sin gobierno local,Conesa,Río Negro
Barrio Colonia Conesa,General Conesa,Conesa,Río Negro
Cerro Policía,Cerro Policía,El Cuy,Río Negro
Mencué,Mencué,El Cuy,Río Negro
Naupa Huen,Naupa Huen,El Cuy,Río Negro
Las Perlas,Cipolletti,El Cuy,Río Negro
Valle Azul,Valle Azul,El Cuy,Río Negro
Aguada Guzmán,Aguada Guzmán,El Cuy,Río Negro
Paso Córdova,General Roca,El Cuy,Río Negro
El Cuy,El Cuy,El Cuy,Río Negro
Villa San Isidro,Campo Grande,General Roca,Río Negro
Paso Córdova,General Roca,General Roca,Río Negro
General Enrique Godoy,General Enrique Godoy,General Roca,Río Negro
Barrio Guerrico,Allen,General Roca,Río Negro
Barrio Unión,General Fernández Oro,General Roca,Río Negro
Cinco Saltos,Cinco Saltos,General Roca,Río Negro
Barrio Mar del Plata,General Roca,General Roca,Río Negro
Barrio Norte,Cinco Saltos,General Roca,Río Negro
Barrio La Herradura,Allen,General Roca,Río Negro
Barrio El Labrador,Campo Grande,General Roca,Río Negro
Barrio Fátima,Cervantes,General Roca,Río Negro
Barrio Costa Este,Allen,General Roca,Río Negro
Allen,Allen,General Roca,Río Negro
Mainqué,Mainqué,General Roca,Río Negro
Barrio Santa Rita,Villa Regina,General Roca,Río Negro
Barrio Moño Azul,Chichinales,General Roca,Río Negro
Barrio Mosconi,General Roca,General Roca,Río Negro
Barrio Destacamento,Peñas Blancas,General Roca,Río Negro
Barrio Luisillo,Mainqué,General Roca,Río Negro
Paraje Arroyón (Bajo San Cayetano),General Roca,General Roca,Río Negro
Barrio Blanco,Allen,General Roca,Río Negro
Barrio Calle Ciega Nñ 6,Allen,General Roca,Río Negro
Barrio Costa Linda,General Fernández Oro,General Roca,Río Negro
Barrio Costa Oeste,Allen,General Roca,Río Negro
Barrio El Maruchito,Allen,General Roca,Río Negro
Barrio Frontera,Allen,General Roca,Río Negro
Barrio La Ribera - Barrio APYCAR,General Roca,General Roca,Río Negro
Puente Cero,Cervantes,General Roca,Río Negro
Barrio María Elvira,Cipolletti,General Roca,Río Negro
Barrio Pinar,Peñas Blancas,General Roca,Río Negro
Barrio Puente 83,Cinco Saltos,General Roca,Río Negro
Barrio Isla 10,General Fernández Oro,General Roca,Río Negro
Barrio Santa Lucia,Mainqué,General Roca,Río Negro
Catriel,Catriel,General Roca,Río Negro
Cipolletti,Cipolletti,General Roca,Río Negro
General Fernández Oro,General Fernández Oro,General Roca,Río Negro
General Roca,General Roca,General Roca,Río Negro
Ingeniero Luis A. Huergo,Ingeniero Luis A. Huergo,General Roca,Río Negro
Península Ruca Co,Cinco Saltos,General Roca,Río Negro
Villa Alberdi,Villa Regina,General Roca,Río Negro
Villa Manzano,Campo Grande,General Roca,Río Negro
Barrio La Costa,General Roca,General Roca,Río Negro
Barda del Medio,Contralmirante Cordero,General Roca,Río Negro
Barrio Canale,General Roca,General Roca,Río Negro
Barrio Chacra Monte,General Roca,General Roca,Río Negro
Barrio Calle Ciega Nñ 10,Allen,General Roca,Río Negro
Barrio El Petróleo,General Roca,General Roca,Río Negro
Barrio Emergente,Allen,General Roca,Río Negro
Barrio La Costa,Ingeniero Luis A. Huergo,General Roca,Río Negro
Barrio La Defensa,Cervantes,General Roca,Río Negro
Barrio La Barda,Ingeniero Luis A. Huergo,General Roca,Río Negro
Barrio Porvenir,Cervantes,General Roca,Río Negro
Cervantes,Cervantes,General Roca,Río Negro
Chichinales,Chichinales,General Roca,Río Negro
Contralmirante Cordero,Contralmirante Cordero,General Roca,Río Negro
Ferri,Cipolletti,General Roca,Río Negro
Ingeniero Otto Krause,Chichinales,General Roca,Río Negro
Sargento Vidal,Campo Grande,General Roca,Río Negro
Villa Regina,Villa Regina,General Roca,Río Negro
Villa del Parque,Chichinales,General Roca,Río Negro
Prahuaniyeu,Prahuaniyeu,9 de julio,Río Negro
Yaminué,Yaminué,9 de julio,Río Negro
Comicó,Comicó,9 de julio,Río Negro
Sierra Colorada,Sierra Colorada,9 de julio,Río Negro
Treneta,Rincón Treneta,9 de julio,Río Negro
Ministro Ramos Mexía,Ministro Ramos Mexía,9 de julio,Río Negro
Cona Niyeu,Cona Niyeu,9 de julio,Río Negro
Mamuel Choique,Mamuel Choique,ñorquinco,Río Negro
Río Chico,Río Chico,ñorquinco,Río Negro
ñorquincó,ñorquinco,ñorquinco,Río Negro
Ojos de Agua,Ojos de Agua,ñorquinco,Río Negro
Las Bayas,Pilcaniyeu,ñorquinco,Río Negro
Río Colorado,Río Colorado,Pichi Mahuida,Río Negro
Barrio Esperanza,Río Colorado,Pichi Mahuida,Río Negro
Colonia Juliá y Echarren,Río Colorado,Pichi Mahuida,Río Negro
Juventud Unida,Río Colorado,Pichi Mahuida,Río Negro
Pichi Mahuida,Pichi Mahuida,Pichi Mahuida,Río Negro
Salto Andersen,sin gobierno local,Pichi Mahuida,Río Negro
Laguna Blanca,Laguna Blanca,Pilcaniyeu,Río Negro
Villa Llanquín,Villa Llanquín,Pilcaniyeu,Río Negro
Dina Huapi,Dina Huapi,Pilcaniyeu,Río Negro
Cañadón Chileno,sin gobierno local,Pilcaniyeu,Río Negro
Comallo,Comallo,Pilcaniyeu,Río Negro
ñirihuau,Dina Huapi,Pilcaniyeu,Río Negro
Pilcaniyeu,Pilcaniyeu,Pilcaniyeu,Río Negro
Pilquiniyeu del Limay,Pilquiniyeu del Limay,Pilcaniyeu,Río Negro
Sierra Grande,Sierra Grande,San Antonio,Río Negro
Playas Doradas,Sierra Grande,San Antonio,Río Negro
El Empalme,San Antonio Oeste,San Antonio,Río Negro
Las Grutas,San Antonio Oeste,San Antonio,Río Negro
Punta Colorada,Sierra Grande,San Antonio,Río Negro
Saco Viejo,San Antonio Oeste,San Antonio,Río Negro
San Antonio Oeste,San Antonio Oeste,San Antonio,Río Negro
Puerto San Antonio Este,San Antonio Oeste,San Antonio,Río Negro
Sierra Pailemán,Sierra Pailemán,Valcheta,Río Negro
Arroyo Los Berros,Arroyo los Berros,Valcheta,Río Negro
Valcheta,Valcheta,Valcheta,Río Negro
Arroyo Ventana,Arroyo Ventana,Valcheta,Río Negro
Nahuel Niyeu,Nahuel Niyeu,Valcheta,Río Negro
Aguada Cecilio,Aguada Cecilio,Valcheta,Río Negro
El Caín,El Caín,25 de Mayo,Río Negro
Mina Santa Teresita,sin gobierno local,25 de Mayo,Río Negro
Colan Conhue,Colán Conhué,25 de Mayo,Río Negro
Aguada de Guerra,Aguada de Guerra,25 de Mayo,Río Negro
Clemente Onelli,Clemente Onelli,25 de Mayo,Río Negro
Ingeniero Jacobacci,Ingeniero Jacobacci,25 de Mayo,Río Negro
Pilquiniyeu,Pilquiniyeu,25 de Mayo,Río Negro
Los Menucos,Los Menucos,25 de Mayo,Río Negro
Maquinchao,Maquinchao,25 de Mayo,Río Negro
Las Lajitas,Las Lajitas,Anta,Salta
Luis Burela,General Pizarro,Anta,Salta
Piquete Cabado,Joaquín V. González,Anta,Salta
General Pizarro,General Pizarro,Anta,Salta
Coronel Mollinedo,Apolinario Saravia,Anta,Salta
Apolinario Saravia,Apolinario Saravia,Anta,Salta
Coronel Olleros,Joaquín V. González,Anta,Salta
El Quebrachal,El Quebrachal,Anta,Salta
Gaona,El Quebrachal,Anta,Salta
Joaquín V. González,Joaquín V. González,Anta,Salta
Nuestra Señora de Talavera,El Quebrachal,Anta,Salta
Río del Valle,Las Lajitas,Anta,Salta
Ceibalito,Joaquín V. González,Anta,Salta
Centro 25 de Junio,Joaquín V. González,Anta,Salta
Tolloche,El Quebrachal,Anta,Salta
Macapillo,El Quebrachal,Anta,Salta
Payogasta,Payogasta,Cachi,Salta
Cachi,Cachi,Cachi,Salta
Cafayate,Cafayate,Cafayate,Salta
Tolombón,Cafayate,Cafayate,Salta
Villa San Lorenzo,San Lorenzo,Capital,Salta
Atocha,San Lorenzo,Capital,Salta
La Ciénaga - Barrio San Rafael,San Lorenzo,Capital,Salta
Las Costas,San Lorenzo,Capital,Salta
Salta,Salta,Capital,Salta
La Merced,La Merced,Cerrillos,Salta
Cerrillos,Cerrillos,Cerrillos,Salta
Villa Los Álamos - Las Tunas,Cerrillos,Cerrillos,Salta
San Agustín,La Merced,Cerrillos,Salta
Chicoana,Chicoana,Chicoana,Salta
Barrio Finca La Maroma,Chicoana,Chicoana,Salta
El Carril,El Carril,Chicoana,Salta
Barrio La Rotonda,Chicoana,Chicoana,Salta
Barrio Santa Teresita,Chicoana,Chicoana,Salta
El Bordo,El Bordo,General Güemes,Salta
Cobos,Campo Santo,General Güemes,Salta
Campo Santo,Campo Santo,General Güemes,Salta
General Güemes,General Güemes,General Güemes,Salta
General Mosconi,General Mosconi,General José de San Martín,Salta
Padre Lozano,Embarcación,General José de San Martín,Salta
Tobantirenda,Aguaray,General José de San Martín,Salta
Coronel Cornejo,General Mosconi,General José de San Martín,Salta
Campichuelo,Embarcación,General José de San Martín,Salta
Tartagal,Tartagal,General José de San Martín,Salta
Carboncito,Embarcación,General José de San Martín,Salta
Campamento Vespucio,General Mosconi,General José de San Martín,Salta
Aguaray,Aguaray,General José de San Martín,Salta
Campo Durán,Aguaray,General José de San Martín,Salta
Capiazuti,Aguaray,General José de San Martín,Salta
Dragones,Embarcación,General José de San Martín,Salta
General Ballivián,General Ballivián,General José de San Martín,Salta
Hickman,Embarcación,General José de San Martín,Salta
Misión Kilómetro 6,Tartagal,General José de San Martín,Salta
Pacará,Tartagal,General José de San Martín,Salta
Piquirenda,Aguaray,General José de San Martín,Salta
Tranquitas,Tartagal,General José de San Martín,Salta
Embarcación,Embarcación,General José de San Martín,Salta
Misión Chaqueña,Embarcación,General José de San Martín,Salta
Misión El Cruce - El Milagro,General Mosconi,General José de San Martín,Salta
Profesor Salvador Mazza,Profesor Salvador Mazza,General José de San Martín,Salta
Yacuy,Tartagal,General José de San Martín,Salta
Guachipas,Guachipas,Guachipas,Salta
Pueblo Viejo,Iruya,Iruya,Salta
Iruya,Iruya,Iruya,Salta
Isla de Cañas,Isla de Cañas,Iruya,Salta
Vaqueros,Vaqueros,La Caldera,Salta
La Caldera,La Caldera,La Caldera,Salta
El Jardín,El Jardín,La Candelaria,Salta
El Tala,El Tala,La Candelaria,Salta
La Candelaria,La Candelaria,La Candelaria,Salta
Cobres,La Poma,La Poma,Salta
La Poma,La Poma,La Poma,Salta
Cabra Corral,Coronel Moldes,La Viña,Salta
Coronel Moldes,Coronel Moldes,La Viña,Salta
La Viña,La Viña,La Viña,Salta
Talapampa,La Viña,La Viña,Salta
Ampascachi,La Viña,La Viña,Salta
Santa Rosa de los Pastos Grandes,San Antonio de los Cobres,Los Andes,Salta
Olacapato,San Antonio de los Cobres,Los Andes,Salta
San Antonio de los Cobres,San Antonio de los Cobres,Los Andes,Salta
Tolar Grande,Tolar Grande,Los Andes,Salta
Lumbreras,Río Piedras,Metán,Salta
San José de Orquera,El Galpón,Metán,Salta
El Tunal,El Galpón,Metán,Salta
El Galpón,El Galpón,Metán,Salta
San José de Metán (Est. Metán),Metán,Metán,Salta
Metán Viejo,Metán,Metán,Salta
Río Piedras,Río Piedras,Metán,Salta
Molinos,Molinos,Molinos,Salta
La Puerta,Seclantás,Molinos,Salta
Seclantás,Seclantás,Molinos,Salta
Aguas Blancas,San Ramón de la Nueva Orán,Orán,Salta
El Tabacal,Hipólito Yrigoyen,Orán,Salta
Colonia Santa Rosa,Colonia Santa Rosa,Orán,Salta
Hipólito Yrigoyen,Hipólito Yrigoyen,Orán,Salta
San Ramón de la Nueva Orán,San Ramón de la Nueva Orán,Orán,Salta
Pichanal,Pichanal,Orán,Salta
Urundel,Urundel,Orán,Salta
Santa María,Santa Victoria Este,Rivadavia,Salta
Alto de la Sierra,Santa Victoria Este,Rivadavia,Salta
Coronel Juan Solá,Rivadavia Banda Norte,Rivadavia,Salta
Pluma de Pato,Rivadavia Banda Norte,Rivadavia,Salta
Santa Victoria Este,Santa Victoria Este,Rivadavia,Salta
Capitán Juan Pagé,Rivadavia Banda Norte,Rivadavia,Salta
Los Blancos,Rivadavia Banda Norte,Rivadavia,Salta
Santa Rosa,Rivadavia Banda Sur,Rivadavia,Salta
Rivadavia,Rivadavia Banda Sur,Rivadavia,Salta
La Unión,Rivadavia Banda Sur,Rivadavia,Salta
Hito 1,Santa Victoria Este,Rivadavia,Salta
Copo Quile,El Potrero,Rosario de la Frontera,Salta
El Potrero,El Potrero,Rosario de la Frontera,Salta
Rosario de la Frontera,Rosario de la Frontera,Rosario de la Frontera,Salta
Antillá,El Potrero,Rosario de la Frontera,Salta
El Naranjo,Rosario de la Frontera,Rosario de la Frontera,Salta
San Felipe,Rosario de la Frontera,Rosario de la Frontera,Salta
La Merced del Encón,Rosario de Lerma,Rosario de Lerma,Salta
Rosario de Lerma,Rosario de Lerma,Rosario de Lerma,Salta
La Silleta,Campo Quijano,Rosario de Lerma,Salta
Campo Quijano,Campo Quijano,Rosario de Lerma,Salta
San Carlos,San Carlos,San Carlos,Salta
Animaná,Animaná,San Carlos,Salta
El Barrial,San Carlos,San Carlos,Salta
Angastaco,Angastaco,San Carlos,Salta
Acoyte,Santa Victoria Oeste,Santa Victoria,Salta
Los Toldos,Los Toldos,Santa Victoria,Salta
Santa Victoria,Santa Victoria Oeste,Santa Victoria,Salta
Poscaya,Nazareno,Santa Victoria,Salta
Nazareno,Nazareno,Santa Victoria,Salta
San Marcos,Nazareno,Santa Victoria,Salta
Campo La Cruz,Nazareno,Santa Victoria,Salta
El Rincón,Albardón,Albardón,San Juan
Villa General San Martín - Campo Afuera,Albardón,Albardón,San Juan
Villa El Salvador - Villa Sefair,Angaco,Angaco,San Juan
Las Tapias,Angaco,Angaco,San Juan
Calingasta,Calingasta,Calingasta,San Juan
Tamberías,Calingasta,Calingasta,San Juan
Barreal  - Villa Pituil,Calingasta,Calingasta,San Juan
San Juan,San Juan,Capital,San Juan
Bermejo,Caucete,Caucete,San Juan
Caucete,Caucete,Caucete,San Juan
Las Talas - Los Médanos,Caucete,Caucete,San Juan
Pie de Palo,Caucete,Caucete,San Juan
Vallecito,Caucete,Caucete,San Juan
Villa Independencia,Caucete,Caucete,San Juan
Barrio Justo P. Castro IV,Caucete,Caucete,San Juan
Marayes,Caucete,Caucete,San Juan
El Rincón,Caucete,Caucete,San Juan
Chimbas,Chimbas,Chimbas,San Juan
Angualasto,Iglesia,Iglesia,San Juan
Pismanta,Iglesia,Iglesia,San Juan
Rodeo,Iglesia,Iglesia,San Juan
Tudcum,Iglesia,Iglesia,San Juan
Iglesia,Iglesia,Iglesia,San Juan
Bella Vista,Iglesia,Iglesia,San Juan
Las Flores,Iglesia,Iglesia,San Juan
Pampa Vieja,Jáchal,Jachal,San Juan
Mogna,Jáchal,Jachal,San Juan
Niquivil,Jáchal,Jachal,San Juan
Villa Malvinas Argentinas,Jáchal,Jachal,San Juan
San José de Jáchal,Jáchal,Jachal,San Juan
Gran China,Jáchal,Jachal,San Juan
El Médano,Jáchal,Jachal,San Juan
San Isidro,Jáchal,Jachal,San Juan
Tamberías,Jáchal,Jachal,San Juan
Villa Mercedes,Jáchal,Jachal,San Juan
Huaco,Jáchal,Jachal,San Juan
Alto de Sierra,9 de Julio,9 de Julio,San Juan
Colonia Fiorito,9 de Julio,9 de Julio,San Juan
Las Chacritas,9 de Julio,9 de Julio,San Juan
9 de Julio,9 de Julio,9 de Julio,San Juan
Villa Centenario,Pocito,Pocito,San Juan
Barrio Ruta 40,Pocito,Pocito,San Juan
Villa Aberastain - La Rinconada,Pocito,Pocito,San Juan
Las Piedritas,Pocito,Pocito,San Juan
Carpintería,Pocito,Pocito,San Juan
Villa Barboza - Villa Nacusi,Pocito,Pocito,San Juan
Quinto Cuartel,Pocito,Pocito,San Juan
Barrio Municipal,Pocito,Pocito,San Juan
Rawson,Rawson,Rawson,San Juan
Villa Bolaños (Médano de Oro),Rawson,Rawson,San Juan
Rivadavia,Rivadavia,Rivadavia,San Juan
Dos Acequias,San Martín,San Martín,San Juan
Villa Don Bosco,San Martín,San Martín,San Juan
Villa Dominguito,San Martín,San Martín,San Juan
Villa San Martín,San Martín,San Martín,San Juan
Barrio Sadop - Bella Vista,San Martín,San Martín,San Juan
Villa del Salvador,San Martín,San Martín,San Juan
San Isidro,San Martín,San Martín,San Juan
Santa Lucía,Santa Lucía,Santa Lucía,San Juan
Los Berros,Sarmiento,Sarmiento,San Juan
Cañada Honda,Sarmiento,Sarmiento,San Juan
Cienaguita,Sarmiento,Sarmiento,San Juan
Colonia Fiscal,Sarmiento,Sarmiento,San Juan
Guanacache,Sarmiento,Sarmiento,San Juan
Punta del Médano,Sarmiento,Sarmiento,San Juan
Villa Media Agua,Sarmiento,Sarmiento,San Juan
Pedernal,Sarmiento,Sarmiento,San Juan
Divisadero,Sarmiento,Sarmiento,San Juan
Las Lagunas,Sarmiento,Sarmiento,San Juan
Villa Ibáñez,Ullum,Ullum,San Juan
Usno,Valle Fértil,Valle Fértil,San Juan
Chucuma,Valle Fértil,Valle Fértil,San Juan
Los Baldecitos,Valle Fértil,Valle Fértil,San Juan
Villa San Agustín,Valle Fértil,Valle Fértil,San Juan
Balde del Rosario,Valle Fértil,Valle Fértil,San Juan
Astica,Valle Fértil,Valle Fértil,San Juan
El Encón,25 de Mayo,25 de Mayo,San Juan
Villa Borjas - La Chimbera,25 de Mayo,25 de Mayo,San Juan
Villa Santa Rosa,25 de Mayo,25 de Mayo,San Juan
Villa El Tango,25 de Mayo,25 de Mayo,San Juan
Tupelí,25 de Mayo,25 de Mayo,San Juan
Villa Basilio Nievas,Zonda,Zonda,San Juan
Leandro N. Alem,Leandro N. Alem,Ayacucho,San Luis
San Francisco del Monte de Oro,San Francisco del Monte de Oro,Ayacucho,San Luis
Candelaria,Candelaria,Ayacucho,San Luis
Quines,Quines,Ayacucho,San Luis
Luján,Luján,Ayacucho,San Luis
La Calera,La Calera,Belgrano,San Luis
Villa de la Quebrada,Villa de la Quebrada,Belgrano,San Luis
Villa General Roca,"Los Manantiales,Villa General Roca",Belgrano,San Luis
Nogolí,Nogolí,Belgrano,San Luis
Estancia Grande,Estancia Grande,Coronel Pringles,San Luis
Carolina,Carolina,Coronel Pringles,San Luis
El Trapiche,El Trapiche,Coronel Pringles,San Luis
La Bajada,sin gobierno local,Coronel Pringles,San Luis
Río Grande,sin gobierno local,Coronel Pringles,San Luis
La Toma,La Toma,Coronel Pringles,San Luis
Riocito,sin gobierno local,Coronel Pringles,San Luis
Saladillo,Saladillo,Coronel Pringles,San Luis
Fraga,Fraga,Coronel Pringles,San Luis
La Florida,La Florida,Coronel Pringles,San Luis
Concarán,Concarán,Chacabuco,San Luis
Naschel,Naschel,Chacabuco,San Luis
Tilisarao,Tilisarao,Chacabuco,San Luis
Villa del Carmen,Villa del Carmen,Chacabuco,San Luis
Villa Larca,Villa Larca,Chacabuco,San Luis
San Pablo,San Pablo,Chacabuco,San Luis
Cortaderas,Cortaderas,Chacabuco,San Luis
Renca,Renca,Chacabuco,San Luis
Papagayos,Papagayos,Chacabuco,San Luis
Juan Jorba,Juan Jorba,General Pedernera,San Luis
Justo Daract,Justo Daract,General Pedernera,San Luis
San José del Morro,San José del Morro,General Pedernera,San Luis
Villa Mercedes,Villa Mercedes,General Pedernera,San Luis
Villa Reynolds,Villa Mercedes,General Pedernera,San Luis
Villa Salles,sin gobierno local,General Pedernera,San Luis
Nación Ranquel,Nación Ranquel,General Pedernera,San Luis
Juan Llerena,Juan Llerena,Coronel Pringles,San Luis
Lavaisse,Lavaisse,General Pedernera,San Luis
La Punilla,La Punilla,General Pedernera,San Luis
Martín de Loyola,sin gobierno local,Gobernador Dupuy,San Luis
Nahuel Mapá,sin gobierno local,Juan Martín de Pueyrredón,San Luis
Anchorena,Anchorena,Gobernador Dupuy,San Luis
Buena Esperanza,Buena Esperanza,Gobernador Dupuy,San Luis
Fortín El Patria,Fortín El Patria,Gobernador Dupuy,San Luis
Fortuna,Fortuna,Gobernador Dupuy,San Luis
Los Overos,sin gobierno local,Gobernador Dupuy,San Luis
Nueva Galia,Nueva Galia,Gobernador Dupuy,San Luis
Unión,Unión,Gobernador Dupuy,San Luis
Navia,Navia,Juan Martín de Pueyrredón,San Luis
La Maroma,sin gobierno local,Gobernador Dupuy,San Luis
Batavia,Batavia,Gobernador Dupuy,San Luis
Bagual,Bagual,Gobernador Dupuy,San Luis
Arizona,Arizona,Gobernador Dupuy,San Luis
Cerro de Oro,sin gobierno local,Junín,San Luis
Los Cajones,sin gobierno local,Junín,San Luis
Merlo,Villa de Merlo,Junín,San Luis
Carpintería,Carpintería,Junín,San Luis
Lafinur,Lafinur,Junín,San Luis
Los Molles,Los Molles,Junín,San Luis
Talita,Talita,Junín,San Luis
Santa Rosa del Conlara,Santa Rosa del Conlara,Junín,San Luis
Potrero de los Funes,Potrero de los Funes,Juan Martín de Pueyrredón,San Luis
Salinas del Bebedero,sin gobierno local,Juan Martín de Pueyrredón,San Luis
Jarilla,sin gobierno local,Juan Martín de Pueyrredón,San Luis
Alto Pelado,Alto Pelado,General Pedernera,San Luis
Cazador,sin gobierno local,Juan Martín de Pueyrredón,San Luis
Mosmota,sin gobierno local,Juan Martín de Pueyrredón,San Luis
San Luis,San Luis,Juan Martín de Pueyrredón,San Luis
Desaguadero,Desaguadero,Juan Martín de Pueyrredón,San Luis
Zanjitas,Zanjitas,Juan Martín de Pueyrredón,San Luis
San Jerónimo,San Jerónimo,Belgrano,San Luis
Chosmes,sin gobierno local,Juan Martín de Pueyrredón,San Luis
La Punta,La Punta,Juan Martín de Pueyrredón,San Luis
El Volcán,El Volcán,Juan Martín de Pueyrredón,San Luis
Juana Koslay,Juana Koslay,Juan Martín de Pueyrredón,San Luis
Beazley,Beazley,Juan Martín de Pueyrredón,San Luis
Balde,Balde,Juan Martín de Pueyrredón,San Luis
Alto Pencoso,Alto Pencoso,Juan Martín de Pueyrredón,San Luis
Villa de Praga,Villa de Praga,Libertador General San Martín,San Luis
